,wine_name,taster,desc,rating,Price,Designation,Variety,Appellation,Winery,Alcohol,Bottle Size,Category,Date Published,User Avg Rating,Importer,badge
1788,Valduero 2016 Yunquera Albillo (Vino de la Tierra de Castilla y León),Michael Schachner,"Dusty aromas of tropical fruits and melon are ample on the nose. This varietal Albillo, a grape that's rarely seen, feels round but amorphous. Salty, bitter flavors of pineapple and pyrazines leave nothing but mild bitterness on the finish.",83,$20,Yunquera,"Albillo, Spanish White","Vino de la Tierra de Castilla y León, Northern Spain, Spain",Valduero,12.5%,750 ml,White,2/1/2018,Not rated yet [Add Your Review],Exclusive Selections,
1789,Poggio al Tesoro 2015 Il Seggio  (Bolgheri),Kerin O’Keefe,"A blend of Merlot, Cabernet Sauvignon, Cabernet Franc and Petit Verdot, this opens with dark-skinned berry, scorched earth and cooking-spice aromas. The concentrated palate offers black-currant jam, espresso and licorice alongside fine-grained tannins.",90,$40,Il Seggio,"Red Blends, Red Blends","Bolgheri, Tuscany, Italy",Poggio al Tesoro,14.5%,750 ml,Red,5/1/2019,Not rated yet [Add Your Review],LUX Wines,
1790,Alamos 2011 Cabernet Sauvignon (Mendoza),Michael Schachner,"Leathery, horsey aromas suggest rubber and berry scents. This feels alive and a bit edgy, with a mix of resiny oak, spice, red fruits and green herbs on the flavor profile. The finish is a touch abrasive, with a minty flavor.",84,$13,,Cabernet Sauvignon,"Mendoza, Mendoza Province, Argentina",Alamos,13.9%,750 ml,Red,11/1/2013,Not rated yet [Add Your Review],E & J Gallo,
1791,Robert Mondavi 1999 To Kalon Reserve Cabernet Sauvignon (Oakville),,"Absolutely delicious. Complex flavors of berries, herbs, spices and tannins mingle together on the palate, always shifting and fascinating. The whole is wrapped in sweetly toasted oak. Feels lush and creamy, like butter. Cellar Selection. —S.H.",94,$150,To Kalon Reserve,Cabernet Sauvignon,"Oakville, Napa, California, US",Robert Mondavi,N/A,750ML,Red,2/1/2003,Not rated yet [Add Your Review],,Cellar Selection
1792,Michel Torino 2006 Don David Reserve Chardonnay (Cafayate),Michael Schachner,"Chardonnay in sunny, high-altitude Cafayate will always prove challenging, but this wine gets it right. There's a lot of spicy forward oak, and thus the palate is expectedly creamy and tinged with vanilla, cinnamon and white pepper notes along with pineapple and mango fruit. The feel and body are both correct and textured. It's sweet and oaky but well made.",87,$15,Don David Reserve,Chardonnay,"Cafayate, Other, Argentina",Michel Torino,13.5%,750 ml,White,12/1/2007,Not rated yet [Add Your Review],"Frederick Wildman & Sons, Ltd",
1793,Adegas Gran Vinum 2016 Esencia Diviña Albariño (Rías Baixas),Michael Schachner,"Minerally aromas are balanced by light, elegant fruit scents akin to applesauce and pear. This feels refined on a palate that's only slightly pulpy. A fruit-bowl's worth of stylish citrus and apple flavors are lasting on the finish. Drink now.",90,$23,Esencia Diviña,Albariño,"Rías Baixas, Galicia, Spain",Adegas Gran Vinum,13.5%,750 ml,White,4/1/2018,Not rated yet [Add Your Review],Grapes of Spain,
1794,Boudreaux Cellars 2008 Cabernet Sauvignon (Washington),Paul Gregutt,"More than 90% Cabernet Sauvignon, this is a blend of grapes from 10 different vineyards. The wild interplay of such diverse sources works; the wine is maturing nicely, with a rough and tumble mix of pastry fruits, brown sugar, mocha, espresso and dried leaves. It's remarkably flavorful, distinctive and ready to drink now.",92,$55,,Cabernet Sauvignon,"Washington, Washington Other, Washington, US",Boudreaux Cellars,13.8%,750 ml,Red,7/1/2014,Not rated yet [Add Your Review],,
1795,Domäne Wachau 2007 Kellerberg Smaragd Grüner Veltliner (Wachau),Roger Voss,"From the Kellerberg vineyard, this is a powerfully rich wine, with its cream and nutmeg flavors complemented by creamed baked apples. There is strong pepper and spice character here.",91,$39,Kellerberg Smaragd,Grüner Veltliner,"Wachau, Austria",Domäne Wachau,14%,750 ml,White,10/1/2008,Not rated yet [Add Your Review],Vin Divino,
1796,Val do Sosego 2018 Albariño (Rías Baixas),Michael Schachner,"Dusty woolly aromas of lanolin blend with pineapple to form the nose on this plump Albariño, with modest acidity. Melony flavors are nice and basic, with a hint of pear. On the finish, this is mild before falling off.",88,$17,,Albariño,"Rías Baixas, Galicia, Spain",Val do Sosego,12.5%,750 ml,White,9/1/2019,Not rated yet [Add Your Review],Saranty Imports,
1797,Broken Earth 2013 Syrah-Viognier (Paso Robles),Matt Kettmann,"This bottling includes 13% Viognier, and the results are solid. Bright boysenberry and raspberry fruit meshes with slate minerality on the light, fresh nose. Black gravel, a touch of lilacs, plum and blackberry show on the palate.",87,$28,,Syrah-Viognier,"Paso Robles, Central Coast, California, US",Broken Earth,13.8%,750 ml,Red,6/1/2016,Not rated yet [Add Your Review],,
1798,Viu Manent 2004 Secreto Sauvignon Blanc (Colchagua Valley),Michael Schachner,"Chunky, with citrus and asparagus on the nose. Flavors of orange, melon and bell pepper carry the palate. Finishes with some lemon extract even though it registers more full-bodied than light. Imported by GWFC-Gourmet Wine & Food Co.",84,$12,Secreto,Sauvignon Blanc,"Colchagua Valley, Chile",Viu Manent,13%,750ML,White,12/31/2005,Not rated yet [Add Your Review],GWFC-Gourmet Wine & Food Co,
1799,Nigl 2019 Freiheit Grüner Veltliner (Niederösterreich),Anne Krebiehl MW,"Fresh notes of green Conference pears mix with a vivid overtone of pear drop. The palate speak of crisp freshness, clean-cut pear fruit, subtle yeasty nuance and fine concentration. This is slender but wonderfully fresh and bright.",90,$20,Freiheit,Grüner Veltliner,"Niederösterreich, Austria",Nigl,12.5%,750 ml,White,7/1/2020,Not rated yet [Add Your Review],"Skurnik Wines, Inc",
1800,Canyon Wind 2006 Syrah (Grand Valley),,Give this wine some air to blow off reduced aromas and you'll uncover scents of cotton candy and cherry cough drops. The smooth palate is all candied cherries and sweet jam flavors that could use a bit more structure for better balance. No improvement with age.,82,$20,,Syrah,"Grand Valley, Colorado, US",Canyon Wind,13.6%,750 ml,Red,5/1/2010,Not rated yet [Add Your Review],,
1801,Dutton-Goldfield 2002 Dutton Ranch Morelli Lane Vineyard Zinfandel (Russian River Valley),,"A well structured, elegant Zinfandel that's framed in silky tannins and marked by focused acidity. Flavors are layered to reveal black cherry, licorice, tar, herbs, spice, chocolate and a hint of coffee as well. Long and fairly lush at the end.",91,$35,Dutton Ranch Morelli Lane Vineyard,Zinfandel,"Russian River Valley, Sonoma, California, US",Dutton-Goldfield,N/A,750ML,Red,12/31/2004,Not rated yet [Add Your Review],,
1802,Pessagno 2005 Intrinity Chardonnay (Santa Lucia Highlands),,"This is a very low-production, best-of-barrels selection by the winemaker. It's an extremely tight young wine, austere and almost searing in acidity, with a yeasty taste from sur lies aging. If you're looking for opulent, immediately accessible Chardonnay, this isn't for you. But the wine has tantalizing hints of grilled pineapples and nectarines, and the powerful structure suggests cellaring. Stash this away for a couple of years.",93,$45,Intrinity,Chardonnay,"Santa Lucia Highlands, Central Coast, California, US",Pessagno,14.7%,750 ml,White,9/1/2008,Not rated yet [Add Your Review],,Cellar Selection
1803,Brick House 2011 Les Dijonnais Pinot Noir (Ribbon Ridge),Paul Gregutt,"Certified organic and Biodynamic, this estate-grown gem offers seductive scents of rose petals and orange blossoms, dried figs and a hint of pastry. The lush aromatics lead into a delicate yet profound wine, with a core of raspberry/cherry fruit, and lingering minerality.",93,$52,Les Dijonnais,Pinot Noir,"Ribbon Ridge, Willamette Valley, Oregon, US",Brick House,13%,750 ml,Red,6/1/2014,Not rated yet [Add Your Review],,Editors' Choice
1804,Leeuwin Estate 2015 Siblings Sauvignon Blanc-Semillon (Margaret River),Joe Czerwinski,"This blend of two-thirds Sauvignon Blanc and one-third Semillon gets a touch of barrel aging, reflected in its silky texture more than any overt aromas or flavors. The palate is fruit-forward, offering hints of citrus, underripe nectarine, wet stone and green apple, finishing long and mouthwatering.",91,$20,Siblings,"Sauvignon Blanc-Semillon, White Blend","Margaret River, Western Australia, Australia",Leeuwin Estate,13.5%,750 ml,White,2/1/2017,Not rated yet [Add Your Review],Old Bridge Cellars,Editors' Choice
1805,Cória 2016 Mary Sharon Estate Pinot Noir (Willamette Valley),Paul Gregutt,"At four years old and sourced from an exceptional vintage, this wine is just now beginning to show its long-term potential. Supple, well-knit flavors combine brambly fruit, cedar, tobacco, baking spices and whiffs of lightly charred wood. The wine has texture, length and power to spare. The only question: will the fruit continue to hold up against all the barrel flavors? Time will tell.",92,$60,Mary Sharon Estate,Pinot Noir,"Willamette Valley, Willamette Valley, Oregon, US",Cória,13.5%,750 ml,Red,10/1/2020,Not rated yet [Add Your Review],,
1806,Midnight 2017 Nebula Cabernet Sauvignon (Paso Robles),Matt Kettmann,"Mellow aromas of purple flowers, boysenberry, dark earth and a slightly tangy black-plum-skin touch show on the nose of this bottling. Mouthcoating tannins frame the ripe blackberry-jam and cassis flavors, which are cut by sharp acidity.",88,$55,Nebula,Cabernet Sauvignon,"Paso Robles, Central Coast, California, US",Midnight,15.5%,750 ml,Red,10/1/2020,Not rated yet [Add Your Review],,
1807,Capanne Ricci 2008  Brunello di Montalcino,,"There's a fleshy and chewy quality to this wine that is reflected by its aromas of dark cherry, cured meat and tobacco. In the mouth, it shows density and firmness with a bright touch of acidity on the close.",91,$50,,"Sangiovese Grosso, Sangiovese","Brunello di Montalcino, Tuscany, Italy",Capanne Ricci,14.5%,750 ml,Red,5/1/2013,Not rated yet [Add Your Review],Montcalm Wine Importers,
1808,Two Angels 2016 Petite Sirah (Red Hills),Jim Gordon,"Complex, compelling aromas of fig, mint and cocoa start this full-bodied wine off with a bang before rich, jammy blackberry and blueberry flavors flood the palate. The texture is quite tannic, but is balanced out by the richness and concentration of the fruit tones. It's a big, boisterous wine that needs some equally big proteins to pair with. Best after 2020.",92,$27,,Petite Sirah,"Red Hills, Lake County, California, US",Two Angels,14.3%,750 ml,Red,12/1/2018,Not rated yet [Add Your Review],,
1809,Courtney Benham 2009 Petite Sirah (Alexander Valley),,"Sharp, jammy in raspberry and pink bubblegum flavors and rather gassy, like a young Beaujolais. An easy, country-style wine that will pair especially well with salted meats, like sausages.",84,$15,,Petite Sirah,"Alexander Valley, Sonoma, California, US",Courtney Benham,14.5%,750 ml,Red,12/31/2011,Not rated yet [Add Your Review],,
1810,Aether Wine Company 2014 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),Matt Kettmann,"This is a very strong showing for a brand new brand, thanks, no doubt, to veteran winemaker Jeff Fink's involvement. Tight on the nose with Meyer lemon pith, savory salts and a waft of oak smoke, the palate explodes with chalky tension and rich yet bright complexity. Flavors of white lily, peach and sea salt ride atop melted butter, leading into a caramelized finish.",94,$36,Sierra Madre Vineyard,Chardonnay,"Santa Maria Valley, Central Coast, California, US",Aether Wine Company,13.2%,750 ml,White,12/31/2017,Not rated yet [Add Your Review],,Editors' Choice
1811,Cellars 33 2016 The Betty White (Lodi),Jim Gordon,"This is a well-proportioned, pleasantly balanced wine made from white Rhône grape varieties. It has plenty of fruit and a smooth, almost soft texture. Fresh apple and pear aromas meet nutmeg and vanilla flavors on the palate.",87,$26,The Betty,White Blend,"Lodi, Central Valley, California, US",Cellars 33,13.6%,750 ml,White,8/1/2017,Not rated yet [Add Your Review],,
1812,Cavicchioli 2017 Vigna del Cristo  (Lambrusco di Sorbara),Kerin O’Keefe,"Celebrating the 30th vintage of this bottling, this wine opens with delicate scents of violet, strawberry and a whiff of baking spice. On the ripe palate, fresh acidity lifts mature black cherry, raspberry and candied tangerine zest before the dry finish.",90,$18,Vigna del Cristo,"Lambrusco di Sorbara, Italian Red","Lambrusco di Sorbara, Central Italy, Italy",Cavicchioli,11%,750 ml,Sparkling,12/31/2018,Not rated yet [Add Your Review],"Frederick Wildman & Sons, Ltd",Editors' Choice
1813,Yvon Mau 2006 Premius  (Bordeaux),Roger Voss,"A ripe, juicy well-made, branded Bordeaux, its tannins tight but just right for the meaty chocolate flavors, spiced with wood. The acidity gives sweetness as much as freshness.",84,$10,Premius,Bordeaux-style Red Blend,"Bordeaux, Bordeaux, France",Yvon Mau,13%,750 ml,Red,6/1/2010,Not rated yet [Add Your Review],Freixenet USA,
1814,Ascheri 2016 Ascheri  (Barolo),Kerin O’Keefe,"New leather, camphor, wild berry and fragrant blue-flower aromas mingle together on this structured red. It's full bodied and dense, delivering succulent morello cherry, crushed raspberry licorice and tobacco framed in firm, fine-grained tannins. You'll also detect the warmth of evident alcohol, but thanks to the concentrated fruit, it doesn't dominate.",94,$120,Ascheri,Nebbiolo,"Barolo, Piedmont, Italy",Ascheri,15%,750 ml,Red,9/1/2020,Not rated yet [Add Your Review],Martignetti Companies,
1815,Cave de Tain 2015 Grand Classique Marsanne (Saint-Péray),Joe Czerwinski,"A fine value for a northern Rhône of this quality, this bottling from the Tain cooperative is full bodied and ripe, but with enough acidity for balance. Modest pear and melon flavors evolve on the palate into bolder honey and bergamot notes on the long finish. Drink now.",91,$27,Grand Classique,Marsanne,"Saint-Péray, Rhône Valley, France",Cave de Tain,12.5%,750 ml,White,5/1/2017,Not rated yet [Add Your Review],Hand Picked Selections,Editors' Choice
1816,Conceito Vinhos 2015 Unico Red (Douro),Roger Voss,"Produced from old vines on the schist slopes of the upper Douro, this is an impressive wine from Carla Costa Ferreira and winemaker-daughter Rita Marques Ferreira. Dark tannins in this still-young wine bring out bitter chocolate flavors as well as enhancing the dense black fruits. Along with the rich structure and concentration, this superb wine has a sense of restrained authority and certainly the ability to age. Drink from 2021.",95,$120,Unico,Portuguese Red,"Douro, Portugal",Conceito Vinhos,14%,750 ml,Red,12/31/2017,Not rated yet [Add Your Review],T. Elenteny Imports,
