,taster,desc,rating,Price,Designation,Variety,Appellation,Winery,Alcohol,Bottle Size,Category,Date Published,User Avg Rating,Importer,badge
809,Michael Schachner,"Forward and a touch racy, with moderate sweetness on the bouquet. Runs juicy and tight, with fresh, almost tart raspberry and cherry flavors. Offers the basics and not much more, but it's a balanced wine made in the traditional style, meaning it's dry, acidic and medium-bodied.",86,$18,Viña Real Crianza,Tempranillo,"Rioja, Northern Spain, Spain",CVNE,13.5%,750ML,Red,11/1/2006,Not rated yet [Add Your Review],Pasternak Wine Imports,
810,Joe Czerwinski,"A bit restrained, but identifiably Gewürz, with its trademark aromas of lychees and rose petals. Picks up some ripe melon nuances on the palate. A polite introduction to Gewürztraminer, virtually guaranteed to not offend. —J.C.",86,$16,Summus,Gewürztraminer,"South Styria, Austria",Wohlmuth,13%,750 ml,White,3/1/2002,Not rated yet [Add Your Review],Wein Bauer Inc,
811,Jim Gordon,"Light floral and peach aromas lead to a lively palate full of fresh fruit, lychees, and honey while a subtle fizz helps balance out considerable sweetness. It's a charming, light wine that's easy to swallow.",87,$12,,"Moscato, Muscat","California, California Other, California, US",Mirassou,7.5%,750 ml,White,4/1/2018,Not rated yet [Add Your Review],,Best Buy
812,Roger Voss,"This is a fruity wine, light and bright in character. It has acidity and black-currant crispness. The light tannins are just enough to give the wine shape. Drink now.",87,$16,,Bordeaux-style Red Blend,"Bordeaux Supérieur, Bordeaux, France",Château des Arras,14%,750 ml,Red,9/1/2017,Not rated yet [Add Your Review],Roadhouse Wine Merchants,
813,Michael Schachner,"Slightly gritty aromas are just barely ripe enough. This feels tight, acidic and like tomato juice. Flavors of salty berry fruits, tomato, oak and vanilla are modest but complete. Given how cool 2013 was in Rioja, this is quite good.",87,$18,Crianza,"Tempranillo Blend, Tempranillo","Rioja, Northern Spain, Spain",Finca del Marquesado,13.5%,750 ml,Red,12/1/2016,Not rated yet [Add Your Review],Lionstone International,
814,,"This is a simple, fruity wine, tart in acidity and very dry. It's not as opulent as some Vogniers, instead showing lime and citrus flavors with a slight peachiness.",84,$13,,Viognier,"Mendocino, Mendocino County, California, US",Biondi,N/A,750ML,White,4/1/2006,Not rated yet [Add Your Review],,
815,,Floral and fruity in all the right ways. Honeysuckle and pineapple round off a wine that shows strength and warmth on the palate. Some spice and good body on the medium-length finish. Imported by Vin Divino.,87,$11,La Lot,Pinot Grigio,"Vigneti delle Dolomiti, Northeastern Italy, Italy",Peter Zemmer,12.5%,750ML,White,2/1/2006,Not rated yet [Add Your Review],Vin Divino,Best Buy
816,Matt Kettmann,"This appellation blend starts with a rich, inviting and impressively layered nose, showing singed Meyer lemon rinds, roasted nuts and crème brûlée, but also a refreshing touch of honeysuckle. The palate is framed by fresh lemon spray that gives vibrancy to the chalky palate, which also offers creamy butter richness.",92,$38,,Chardonnay,"Santa Cruz Mountains, Central Coast, California, US",Cinnabar,14.7%,750 ml,White,10/1/2018,Not rated yet [Add Your Review],,
817,Paul Gregutt,"The gorgeous packaging of the Antiquum Farm wines does not over-promise: the same attention to detail is in the bottle. A ripe and fruity expression of a full-bodied vintage, this bursts with forward, fresh blackberry and cherry fruit goodness. There's a dash of clean earth, and suggestions of coffee and licorice as well. It's thoroughly delicious.",91,$37,Juel,Pinot Noir,"Willamette Valley, Willamette Valley, Oregon, US",Antiquum Farm,14.3%,750 ml,Red,4/1/2015,Not rated yet [Add Your Review],,
818,Paul Gregutt,"Young and visibly spritzy, this appealing wine bursts forth with scents of lemon tea and orange blossoms, followed by flavors of orange soda, candied pineapple and stone fruits. It's round and fruity, definitely sweet, but kept lively with plenty of acid and that tongue-tickling spritz.",90,$24,Ridgecrest Vineyards Sext,Riesling,"Ribbon Ridge, Willamette Valley, Oregon, US",Chehalem,9.7%,750 ml,White,12/1/2016,Not rated yet [Add Your Review],,
819,Michael Schachner,"This new, showy winery in the heart of Rioja was founded by bulk brokers, and this wine still tastes as if were from the old stock. Some spice and leather aromas and then tart pie cherry and raspberry in the mouth. Not a sour, bad wine, but dull.",84,$20,Reserva,"Tempranillo Blend, Tempranillo","Rioja, Northern Spain, Spain",Dinastía Vivanco,N/A,750ML,Red,9/1/2004,Not rated yet [Add Your Review],Dana Importers,
820,Roger Voss,"A mineral, textured wine, this is full of grassy gooseberry and grapefruit flavors. Fruit on the palate is accented with a chalky character and strong, very present acidity. Drink in six months.",87,$18,,"Bordeaux-style White Blend, White Blend","Bordeaux Blanc, Bordeaux, France",Château Bonnet,N/A,750 ml,White,2/1/2014,Not rated yet [Add Your Review],Deutsch Family Wine and Spirits,
821,Kerin O’Keefe,"Made with organically grown grapes, this opens with aromas of black-skinned berry, graphite and baking spice. The juicy, balanced palate delivers black-currant jam, black pepper and licorice set against fine-grained tannins. Enjoy through 2025.",90,$45,Campi Magri,"Red Blends, Red Blends","Veneto, Italy",Corte Sant'Alda,14%,750 ml,Red,4/1/2020,Not rated yet [Add Your Review],Lyra Wine,
822,Matt Kettmann,"John and Helen Falcone blend multiple vintages and grapes into this annual experiment, and this is one of the best ones yet. Brown sugar, maple, blueberry pie, vanilla, gingerbread and caramel-laced coffee aromas show on the nose. There's a silky mouthfeel once sipped, with oaky flavors of chocolate, coffee, dried pepper, bay leaf and vanilla into the finish.",94,$65,Annate VII,"Red Blends, Red Blends","Paso Robles, Central Coast, California, US",Falcone,14.6%,750 ml,Red,2/1/2017,Not rated yet [Add Your Review],,
823,Roger Voss,"Consultant Denis Dubourdieu has made the most of the difficult vintage, bringing out the fruit and ripe black-currant flavors. This balanced wine will develop attractively and quickly. Drink from 2019.",91,$76,,Bordeaux-style Red Blend,"Pauillac, Bordeaux, France",Château Batailley,13.5%,750 ml,Red,3/1/2016,Not rated yet [Add Your Review],Borie-Manoux,
824,Sean P. Sullivan,"Aromas of vanilla extract, wood spice, plum and cherry are followed by restrained fruit and barrel flavors. The oak seems a bit intense for the fruit that is in the glass.",88,$45,XXI,Cabernet Sauvignon,"Columbia Valley (WA), Columbia Valley, Washington, US",Dunham,14.1%,750 ml,Red,11/1/2018,Not rated yet [Add Your Review],,
825,Joe Czerwinski,"Potentially interesting blackberry fruit from the blend of 61% Cab Sauvignon, 28% Merlot and 11% Cab Franc is hidden under a pile of lumber. Cedar, vanilla and heaps of sawdust are the dominant flavors.",80,$16,Cabernet-Merlot,"Cabernet Sauvignon-Merlot, Bordeaux-style Red Blend","Langhorne Creek, South Australia, Australia",Temple Bruer,14%,750 ml,Red,7/1/2007,Not rated yet [Add Your Review],The Australia-New Zealand Wine Connection,
826,Christina Pickard,"This is simple yet rich style, with dark berries, chocolate and toasty oak notes. For those who like their powerful, dense reds, this comes at an affordable price.",86,$15,,Shiraz,"McLaren Vale, South Australia, Australia",Red Knot,14%,750 ml,Red,12/31/2017,Not rated yet [Add Your Review],Precept Wine,
827,,"Fresh and appley, an easy drinking Chard with all the basic features of oak, creamy texture and refreshing acids. Not especially layered or complex, but friendly and clean.",85,$14,,Chardonnay,"Mendocino, Mendocino County, California, US",Husch,13.9%,750ML,White,6/1/2003,Not rated yet [Add Your Review],,
828,Michael Schachner,"Scratchy, raw, green-tobacco aromas set up a choppy palate with hard tannins. Green-leaning, herbaceous berrry flavors finish abrasive and tannic, with mild heat.",83,$10,,Merlot,"Central Valley, Chile",Cousiño-Macul,14%,750 ml,Red,11/1/2014,Not rated yet [Add Your Review],The Winebow Group LLC,
829,Roger Voss,"Located in Preignac, the closest of the Sauternes vineyards to the Garonne river, this estate produced a light style of Sauternes, with a good balance between acidity and rich orange-marmalade flavors. The botrytis is restrained, allowing room for a more citrus acidity to come through. Drink this young wine from 2022.",90,$21,,"Bordeaux-style White Blend, White Blend","Sauternes, Bordeaux, France",Château Laribotte,13%,375 ml,Dessert,6/1/2019,Not rated yet [Add Your Review],Aquitaine Wine Company,
830,Michael Schachner,"This is almost red in color, with spicy bell pepper aromas resulting from early harvested Cabernet Sauvignon. Its full, chunky palate shows yeasty, lightly green and peppery flavors that linger on the finish.",84,$15,Cabernet Sauvignon,"Rosado, Rosé","Navarra, Northern Spain, Spain",Príncipe de Viana,13%,750 ml,Rose,8/1/2017,Not rated yet [Add Your Review],Classical Wines,
831,Virginie Boone,"This generous, balanced and softly textured red tastes of cassis and cherry, with bright, fresh acidity at its foundation. Tannin and oak are well integrated and wrap around the fruit to provide structure and quiet power.",93,$85,,Cabernet Sauvignon,"Oak Knoll District, Napa, California, US",One Acre,13.9%,750 ml,Red,4/1/2020,Not rated yet [Add Your Review],,
832,Kerin O’Keefe,"Aromas of ripe red apple skin, dried rose petal and roasted almond lead the nose and follow through to the palate. It has vibrant acidity and a brisk, persistent perlage but it lacks fruit richness. It closes on a note of bitter walnut.",86,$15,Oltre Cruasé,"Sparkling Blend, Sparkling","Oltrepò Pavese, Lombardy, Italy",Cà di Frara,12.5%,750 ml,Sparkling,12/1/2015,Not rated yet [Add Your Review],Vine-O Distributors,
833,Lauren Buzzeo,"Though the fruit is starting to fade on this mature Chenin, it's drinking quite beautifully now with rich notes of fresh butter, baked apple, clove-spiced orange and yellow florals on the nose. Peach pit, honeydew and orange oil flesh out the mouth, but the acid cuts through the weight and provides a clean cut to the spice-infused finish. Drink now.",92,$60,Private Cellar Reserve,Chenin Blanc,"Tulbagh, South Africa",Rijk's,14.5%,750 ml,White,11/1/2011,Not rated yet [Add Your Review],The Artisan Collection,
834,Roger Voss,"This delicious, crisp wine conveys a great bite of fruit and acidity. It has light tannins, tasty crushed raspberry fruits and lively acidity at the end.",88,$15,,Rosé,"Bordeaux Rosé, Bordeaux, France",Château la Verrière,13%,750 ml,Rose,9/1/2015,Not rated yet [Add Your Review],Misa Imports,
835,Roger Voss,"Crisp, lemon fresh and fruity, this is an attractive wine to drink now. It has some richness from the mineral texture and the tangy orange edge. The aftertaste continues the fruity theme.",87,$12,Branco,Portuguese White,"Douro, Portugal",Lavradores de Feitoria,12.5%,750 ml,White,8/1/2014,Not rated yet [Add Your Review],Polaner Selections,Best Buy
836,Roger Voss,"With the classic tongue-tickle of young Vinho Verde, this fresh, crisp and off-dry wine is immediately drinkable. It has ripe orange and sweet citrus fruitiness, and plenty of acidity.",85,$12,Vera Branco,Portuguese White,"Vinho Verde, Portugal",Obrigado,12%,750 ml,White,10/1/2015,Not rated yet [Add Your Review],Obrigado Vinhos Portugal,
837,Michael Schachner,"Strained red fruit aromas are light and edgy as they lead to a choppy, dry, lean palate with snappy, tart red berry flavors. Fresh but hard-edged, with more acidity than anything. Finishes firm, piquant and pointed.",84,$14,Tempranillo,Tempranillo,"Rioja, Northern Spain, Spain",Beronia,14%,750 ml,Red,7/1/2011,Not rated yet [Add Your Review],San Francisco Wine Exchange,
838,Michael Schachner,"Blueberry, citrus peel and licorice work the nose on this interesting but limited Malbec. The palate seems racier and more acidic than one might expect, with snappy black cherry and berry flavors. Oak rises up on the finish, leaving chocolate in spades. Has critical mass but only medium depth and complexity.",86,$17,Tribute,Malbec,"Colchagua Valley, Chile",Caliterra,14.5%,750 ml,Red,11/1/2008,Not rated yet [Add Your Review],"Aveniù Brands, Inc",
839,Paul Gregutt,"A blend of 50% Cabernet Sauvignon and 50% Merlot, The Norseman—named for a vintage airplane—mostly masks its fruit in a wash of earth, herb, stem and tannin.",84,$25,The Norseman,"Red Blends, Red Blends","Red Mountain, Columbia Valley, Washington, US",Page Cellars,14.1%,750 ml,Red,11/1/2012,Not rated yet [Add Your Review],,
840,Michael Schachner,"The nose is jammy and candied smelling, but it finds its stride and delivers aromas of licorice, leather and concentrated berry after airing. Crisp and fresh in the mouth, this has clacky tannins leading to lightly herbal flavors of tomato, thyme and wild berry. It shows some warmth on the long, solid finish. Drink now–2015.",89,$15,Dry Farming,Carignan,"Cauquenes Valley, Chile",Santa Carolina,15%,750 ml,Red,9/1/2012,Not rated yet [Add Your Review],Carolina Wine Brands USA,
841,Roger Voss,"This fruity wine boasts flavors of mango, pineapple and apricot. It is full and ripe, with bright fruitiness and ample acidity. Some wood aging adds an attractive toasty accent to this warm wine.",88,$15,Colheita Seleccionada,Portuguese White,"Alentejano, Portugal",Herdade Grande,13.5%,750 ml,White,12/1/2013,Not rated yet [Add Your Review],"M Imports, LLC",
842,Matt Kettmann,"Jim Clendenen saves his richer styles of Chardonnay for this family brand, and he remains a master of the style, adhering to balance while toying with woody lushness. Aromas of roasted nuts, toasted oak and butter meet with crisp and fresh citrus blossoms on the nose, while the viscous palate combines roasted apple, pecan and apple blossom flavors with bright acidity.",94,$50,Le Bon Climat,Chardonnay,"Santa Maria Valley, Central Coast, California, US",Clendenen Family,13.5%,750 ml,White,3/1/2021,Not rated yet [Add Your Review],,Editors' Choice
